Player,Age,G,GS,MP,PTS,TRB,AST,STL,BLK,TOV,FGA,FG,FTA,FT,3PA,3P,PF,PER
Kris Dunn,28,22,3,25.8,13.2,4.5,5.6,1.1,0.5,1.6,9.8,5.3,2.4,1.9,1.6,0.8,2.6,0.83
Kyle Anderson,29,69,46,28.4,9.4,5.3,4.9,1.1,0.9,1.5,7.2,3.7,2.0,1.4,1.5,0.6,2.1,0.23
Kyle Kuzma,27,64,64,35.0,21.2,7.2,3.7,0.6,0.5,3.0,17.8,8.0,3.7,2.7,7.5,2.5,2.3,0.3
Kyle Lowry,36,55,44,31.2,11.2,4.1,5.1,1.0,0.4,1.9,8.8,3.6,2.5,2.1,5.6,1.9,2.6,0.26
Kyrie Irving,90,120,120,112.6,81.2,15.2,16.8,3.4,2.2,6.3,59.8,29.7,13.8,12.6,24.4,9.3,8.3,0.68
LaMelo Ball,21,36,36,35.2,23.3,6.4,8.4,1.3,0.3,3.6,20.0,8.2,3.4,2.8,10.6,4.0,3.3,0.66
Larry Nance Jr.,30,65,1,21.2,6.8,5.4,1.8,0.9,0.6,0.6,4.7,2.9,1.2,0.8,0.6,0.2,2.0,0.2
Lauri Markkanen,25,66,66,34.4,25.6,8.6,1.9,0.6,0.6,1.9,17.3,8.7,6.0,5.3,7.7,3.0,2.1,0.4
LeBron James,38,55,54,35.5,28.9,8.3,6.8,0.9,0.6,3.2,22.2,11.1,5.9,4.6,6.9,2.2,1.6,0.54
Leandro Bolmaro,22,14,0,4.9,0.4,0.5,0.5,0.2,0.1,0.5,1.4,0.2,0.0,0.0,0.3,0.0,0.7,0.0
Louis King,23,1,0,29.0,20.0,4.0,2.0,1.0,0.0,2.0,13.0,8.0,1.0,0.0,8.0,4.0,4.0,19.0
Luguentz Dort,23,74,73,30.7,13.7,4.6,2.1,1.0,0.3,1.2,11.8,4.6,3.5,2.7,5.5,1.8,3.3,0.17
Luka DonÄiÄ‡,23,66,66,36.2,32.4,8.6,8.0,1.4,0.5,3.6,22.0,10.9,10.5,7.8,8.2,2.8,2.5,0.51
Luka Garza,24,28,0,8.7,6.5,2.3,0.6,0.1,0.1,0.5,4.1,2.3,1.9,1.5,1.4,0.5,1.5,0.25
Luke Kennard,78,118,28,67.6,28.4,8.2,4.9,1.5,0.2,2.4,19.6,9.8,2.1,1.9,14.1,7.1,4.2,0.26
Luke Kornet,27,69,0,11.7,3.8,2.9,0.8,0.2,0.7,0.4,2.5,1.6,0.6,0.5,0.2,0.0,1.2,0.1
Mac McClung,24,2,0,20.5,12.5,5.0,4.5,0.0,0.0,1.5,10.0,4.5,2.5,1.5,5.5,2.0,1.5,7.0
Malachi Flynn,24,53,2,13.0,4.6,1.4,1.3,0.4,0.1,0.5,4.6,1.6,0.6,0.5,2.5,0.9,1.2,0.08
Malaki Branham,19,66,32,23.5,10.2,2.7,1.9,0.5,0.1,1.2,9.3,4.1,1.1,0.9,3.9,1.2,1.7,0.13
Malcolm Brogdon,30,67,0,26.0,14.9,4.2,3.7,0.7,0.3,1.5,10.9,5.3,2.7,2.4,4.4,2.0,1.6,0.24
Malcolm Hill,27,5,0,1.8,1.0,0.6,0.0,0.0,0.0,0.0,0.8,0.4,0.0,0.0,0.6,0.2,0.2,0.24
Malik Beasley,78,162,54,76.5,37.2,10.4,4.4,2.4,0.2,3.4,34.1,13.4,2.4,1.8,23.9,8.5,3.9,0.18
Malik Monk,24,77,0,22.3,13.5,2.6,3.9,0.6,0.3,1.9,10.3,4.6,2.7,2.4,5.2,1.9,1.6,0.17
Mamadi Diakite,26,22,2,8.0,2.6,1.4,0.4,0.2,0.4,0.5,2.3,1.1,0.1,0.1,1.0,0.3,1.2,0.15
MarJon Beauchamp,22,52,11,13.5,5.1,2.2,0.7,0.4,0.1,0.9,4.7,1.8,0.7,0.5,2.7,0.9,1.4,0.09
Marcus Morris,33,65,65,28.1,11.2,4.0,1.8,0.6,0.3,0.9,9.9,4.2,1.3,1.0,4.7,1.7,2.1,0.17
Markelle Fultz,24,60,60,29.6,14.0,3.9,5.7,1.5,0.4,2.3,11.3,5.8,2.4,1.9,1.5,0.5,2.2,0.29
Markieff Morris,99,70,4,29.5,11.9,5.7,2.6,0.7,0.3,1.5,10.4,4.3,0.7,0.7,6.6,2.5,4.5,0.19
Marvin Bagley III,23,42,25,23.6,12.0,6.4,0.9,0.5,0.7,1.1,9.1,4.8,2.6,1.9,1.6,0.5,1.9,0.34
